date,repo,number,title,pr_type,fix_source,issue_number,issue_author,url
2026-06-12,fullsend,2120,chore(#1150): remove rsync from sandbox image,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2120
2026-06-12,fullsend,2020,fix(#2017): unenroll repos during uninstall via repo-maintenance workflow,fix,external,2017,deboer-tim,https://github.com/fullsend-ai/fullsend/pull/2020
2026-06-12,fullsend,1814,docs: ADR 0046 — host-side API server design for sandboxed agents,docs,,,,https://github.com/fullsend-ai/fullsend/pull/1814
2026-06-12,fullsend,1179,docs(guides): add building custom agents guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/1179
2026-06-15,fullsend,2283,fix(#2281): use inputs.target-repo in Go setup step,fix,bot,2281,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2283
2026-06-15,fullsend,2282,fix(#2279): reset scroll position on document navigation,fix,core,2279,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2282
2026-06-15,fullsend,2272,docs(#1992): add JIRA-driven workflows tracking issues to roadmap,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2272
2026-06-15,fullsend,2270,"feat(harness): add allow_runtime_fetch and max_runtime_fetches (ADR-0038 Phase 4, PR 3)",feat,,,,https://github.com/fullsend-ai/fullsend/pull/2270
2026-06-15,fullsend,2261,refactor(scaffold): base URL generation and content hashing,other,,,,https://github.com/fullsend-ai/fullsend/pull/2261
2026-06-15,fullsend,2260,feat(harness): move GitHub-specific fields into forge.github blocks,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2260
2026-06-15,fullsend,2256,docs(#2252): clarify DCO policy to exempt autonomous agent commits,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2256
2026-06-15,fullsend,2213,fix(#2060): set up Go on runner before post-code pre-commit,fix,external,2060,Omeramsc,https://github.com/fullsend-ai/fullsend/pull/2213
2026-06-15,fullsend,2201,fix(cli): fall back to PR when default branch is protected,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2201
2026-06-15,fullsend,2183,feat(mint): add mint-token CLI command and mintclient package,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2183
2026-06-15,fullsend,2179,"docs: remove local-dev.md, consolidate into running-agents-locally",docs,,,,https://github.com/fullsend-ai/fullsend/pull/2179
2026-06-15,fullsend,2164,fix(#2163): skip PEM prompt in github setup when using mint URL,fix,core,2163,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2164
2026-06-15,fullsend,1714,ci: add gofmt enforcement and mint embed sync checks,ci,,,,https://github.com/fullsend-ai/fullsend/pull/1714
2026-06-16,fullsend,2349,fix(#2348): stop swallowing gh pr create stderr in post-code.sh,fix,bot,2348,redhat-chai-bot,https://github.com/fullsend-ai/fullsend/pull/2349
2026-06-16,fullsend,2344,fix(#2343): add post-reset spread to _github_csma_sleep_after_rate_limit,fix,bot,2343,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2344
2026-06-16,fullsend,2331,feat(mint): share ROLE_APP_IDS per role across orgs,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2331
2026-06-16,fullsend,2327,feat(harness): add remote harness agent discovery via forge API (ADR-0045 Phase 3 PR 2),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2327
2026-06-16,fullsend,2322,feat(harness): add Lint() diagnostic method (ADR-0045 Phase 3 PR 1),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2322
2026-06-16,fullsend,2321,test: Phase 2 integration tests for ADR-0045 forge-portable harness,test,,,,https://github.com/fullsend-ai/fullsend/pull/2321
2026-06-16,fullsend,2304,fix: widen CSMA post-reset jitter to prevent thundering herd,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2304
2026-06-16,fullsend,2301,feat(skills): add e2e-health skill,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2301
2026-06-16,fullsend,2300,feat(layers): add HarnessWrappersLayer for install-time base composition,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2300
2026-06-16,fullsend,2299,fix(#2130): mint fresh tokens for status comments,fix,core,2130,ggallen,https://github.com/fullsend-ai/fullsend/pull/2299
2026-06-16,fullsend,2295,fix: align protected-path enforcement to review layer,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2295
2026-06-16,fullsend,2262,feat(cli): add --all flag to fullsend lock for batch harness locking,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2262
2026-06-16,fullsend,2197,feat(triage): add prerequisites action for upstream issue creation (#401),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2197
2026-06-16,fullsend,1954,feat(install)!: add --vendor for self-contained workflow and agent assets,feat,,,,https://github.com/fullsend-ai/fullsend/pull/1954
2026-06-17,fullsend,2391,fix(#2386): replace hardcoded /tmp/repo with t.TempDir() in runAgent tests,fix,core,2386,ggallen,https://github.com/fullsend-ai/fullsend/pull/2391
2026-06-17,fullsend,2375,fix(sandbox): put /sandbox/go/bin last in code image PATH,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2375
2026-06-17,fullsend,2365,refactor: remove deprecated status-token fallback paths,other,,,,https://github.com/fullsend-ai/fullsend/pull/2365
2026-06-17,fullsend,2364,refactor(cli): migrate uninstall flows to harness-first agent discovery,other,,,,https://github.com/fullsend-ai/fullsend/pull/2364
2026-06-17,fullsend,2362,feat(harness): wire Lint() diagnostics into fullsend run and lock,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2362
2026-06-17,fullsend,2361,refactor(harness): migrate loadKnownSlugs to harness-first discovery,other,,,,https://github.com/fullsend-ai/fullsend/pull/2361
2026-06-17,fullsend,2315,"chore(ci): bump OpenShell to 0.0.63, extract install scripts, add Renovate",chore,,,,https://github.com/fullsend-ai/fullsend/pull/2315
2026-06-17,fullsend,2079,docs(updates): add ADR discussing automatic versioning,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2079
2026-06-18,fullsend,2442,docs(#2440): fix ADR 0047 heading to match convention,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2442
2026-06-18,fullsend,2435,fix(#2432): retry enrollment PR merge on 409 with branch update,fix,core,2432,ralphbean,https://github.com/fullsend-ai/fullsend/pull/2435
2026-06-18,fullsend,2428,feat(#2425): inject CLAUDE.md pointer for repos with AGENTS.md,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2428
2026-06-18,fullsend,2422,fix(deps): update transitive deps for critical and high CVEs,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2422
2026-06-18,fullsend,2415,fix(#2411): post medium+ findings as file-level comments when line is outside diff hunk,fix,bot,2411,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2415
2026-06-18,fullsend,2412,ci(#2403): remove dead RETRO_SANDBOX_TOKEN env var,ci,,,,https://github.com/fullsend-ai/fullsend/pull/2412
2026-06-18,fullsend,2400,feat(merge-queue): add await-and-enqueue script,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2400
2026-06-18,fullsend,2398,"ci(e2e): always report status on PRs, short-circuit for irrelevant paths",ci,,,,https://github.com/fullsend-ai/fullsend/pull/2398
2026-06-18,fullsend,2395,fix(#2393): add diagnostic stderr output to post-script failure paths,fix,bot,2393,fullsend-ai-triage[bot],https://github.com/fullsend-ai/fullsend/pull/2395
2026-06-18,fullsend,2374,docs: document Codecov coverage thresholds for contributors,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2374
2026-06-18,fullsend,2373,"fix: defense-in-depth against duplicate code agent PRs (#1312, #1320, #1321)",fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2373
2026-06-18,fullsend,2370,feat(mint): add add-role and remove-role CLI commands,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2370
2026-06-18,fullsend,2369,refactor(config): make OrgConfig.Agents optional and add Phase 4 plan (ADR-0045 Phase 3 PR 6),other,,,,https://github.com/fullsend-ai/fullsend/pull/2369
2026-06-18,fullsend,2342,fix(forge): retry 5xx server errors at the HTTP client level,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2342
2026-06-18,fullsend,2341,feat(review): add REVIEW_FINDING_SEVERITY_THRESHOLD config var,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2341
2026-06-18,fullsend,2339,"docs: document fix agent context model, URL behavior, and limitations",docs,,,,https://github.com/fullsend-ai/fullsend/pull/2339
2026-06-18,fullsend,2334,docs(adr): ADR 0047 — agent configuration env var convention,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2334
2026-06-18,fullsend,2323,fix(#2294): make EnsureProvider idempotent via update on AlreadyExists,fix,bot,2294,redhat-chai-bot,https://github.com/fullsend-ai/fullsend/pull/2323
2026-06-18,fullsend,2319,fix(#2318): verify PR metadata claims against API data,fix,bot,2318,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2319
2026-06-18,fullsend,2306,fix(#2305): treat 401/403 comment-posting errors as non-fatal in post-retro.sh,fix,bot,2305,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2306
2026-06-18,fullsend,2196,feat: review agent applies contextual labels via issue-labels skill (#1706),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2196
2026-06-18,fullsend,1826,docs(problems): add static analysis layer to testing-agents,docs,,,,https://github.com/fullsend-ai/fullsend/pull/1826
2026-06-18,fullsend,1489,docs: ADR 0050 — distributed tracing instrumentation with OpenTelemetry,docs,,,,https://github.com/fullsend-ai/fullsend/pull/1489
2026-06-19,fullsend,2456,fix(#2455): guard GITHUB_OUTPUT for local execution,fix,core,2455,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2456
2026-06-19,fullsend,2451,fix(#2450): widen changelog scope regex and exclude merge commits,fix,core,2450,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2451
2026-06-19,fullsend,2419,fix(#2405): fall back to --force-with-lease in post-fix.sh,fix,bot,2405,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2419
2026-06-19,fullsend,2410,docs: instruct agents to stage changes before make lint,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2410
2026-06-19,fullsend,2288,docs(#2091): document gh api --paginate + jq per-page semantics,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2288
2026-06-19,fullsend,2181,chore(#2177): add lint-docs-links check; fix all escaping docs/ links,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2181
2026-06-19,fullsend,2101,chore: update fullsend shim workflow,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2101
2026-06-21,fullsend,2407,feat(mint): add e2e agent role for pool testing,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2407
2026-06-22,fullsend,2525,feat(harness): fetch scripts from URL-referenced base harnesses,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2525
2026-06-22,fullsend,2517,refactor(config): remove OrgConfig.Agents field (ADR-0045 Phase 4 PR 4),other,,,,https://github.com/fullsend-ai/fullsend/pull/2517
2026-06-22,fullsend,2503,fix(ci): restore e2e fork PR checkout after actions/checkout@v7 bump,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2503
2026-06-22,fullsend,2492,fix(#2490): add retry logic for flaky e2e TestAdminInstallUninstall,fix,core,2490,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2492
2026-06-22,fullsend,2482,chore(deps): update dependency mermaid to v11.15.0 [security],chore,,,,https://github.com/fullsend-ai/fullsend/pull/2482
2026-06-22,fullsend,2481,chore(deps): update dependency svelte to v5.55.7 [security],chore,,,,https://github.com/fullsend-ai/fullsend/pull/2481
2026-06-22,fullsend,2475,fix(#2474): include linters in 9c terminal condition,fix,bot,2474,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2475
2026-06-22,fullsend,2468,fix(#2467): elevate lint execution to mandatory sub-step in 9c,fix,external,2467,csoceanu,https://github.com/fullsend-ai/fullsend/pull/2468
2026-06-22,fullsend,2459,fix(#2458): guard GITHUB_WORKSPACE in post-triage.sh for local execution,fix,bot,2458,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2459
2026-06-22,fullsend,2457,chore: update obsolete GitHub Actions to latest major versions,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2457
2026-06-22,fullsend,2448,refactor(config): remove legacy agent discovery fallbacks (ADR-0045 Phase 4 PR 3),other,,,,https://github.com/fullsend-ai/fullsend/pull/2448
2026-06-22,fullsend,2447,"refactor(config): stop writing agents block during install (ADR-0045 Phase 4, PR 2)",other,,,,https://github.com/fullsend-ai/fullsend/pull/2447
2026-06-22,fullsend,2446,feat(harness): require role field in Validate(),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2446
2026-06-22,fullsend,2443,fix(#1835): require file reads before asserting contents in findings,fix,bot,1835,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2443
2026-06-22,fullsend,2346,docs(#2345): ADR 0053 — agent-driven branch targeting for code agent,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2346
2026-06-22,fullsend,2010,docs(security): add audit log integrity to threat model,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2010
2026-06-22,fullsend,1682,feat: add functional test framework for agent pipelines,feat,,,,https://github.com/fullsend-ai/fullsend/pull/1682
2026-06-23,fullsend,2573,chore: update fullsend shim workflow,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2573
2026-06-23,fullsend,2535,fix: sync functional tests openshell version with shared pin,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2535
2026-06-23,fullsend,2534,ci(functional-tests): use pull_request_target for fork PR support,ci,,,,https://github.com/fullsend-ai/fullsend/pull/2534
2026-06-23,fullsend,2533,feat(install): default to PR-based scaffold delivery,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2533
2026-06-23,fullsend,2508,chore(ci): pin all GitHub Actions to full-length commit SHAs,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2508
2026-06-23,fullsend,2480,feat(#2479): enable Renovate via self-hosted GitHub App,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2480
2026-06-23,fullsend,2473,refactor(dispatch): require PR context for review triggers,other,,,,https://github.com/fullsend-ai/fullsend/pull/2473
2026-06-23,fullsend,2444,fix(#1230): run OutputPipeline on post-review before posting to forge,fix,core,1230,ifireball,https://github.com/fullsend-ai/fullsend/pull/2444
2026-06-23,fullsend,2421,fix(#2420): automate v0 floating tag move in release workflow,fix,core,2420,rh-hemartin,https://github.com/fullsend-ai/fullsend/pull/2421
2026-06-23,fullsend,625,"feat: add ESLint, Prettier, and Stylelint for web apps",feat,,,,https://github.com/fullsend-ai/fullsend/pull/625
2026-06-24,fullsend,2633,fix(#2632): use SKILL.md frontmatter name for remote skill display,fix,core,2632,ascerra,https://github.com/fullsend-ai/fullsend/pull/2633
2026-06-24,fullsend,2628,fix(scaffold): use __FULLSEND_AI_REF__ for mint-token action refs,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2628
2026-06-24,fullsend,2622,fix(ci): include root action.yml in pinact and pre-commit checks,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2622
2026-06-24,fullsend,2621,fix(ci): pin third-party actions in root action.yml to commit SHAs,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2621
2026-06-24,fullsend,2615,feat(scaffold): pin workflow refs to release commit SHA,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2615
2026-06-24,fullsend,2613,fix(harness): resolve URL base scripts relative to scaffold root,fix,external,9,twaugh,https://github.com/fullsend-ai/fullsend/pull/2613
2026-06-24,fullsend,2595,fix(#2591): add Signed-off-by trailer to scaffold PR commits,fix,external,2591,benoitf,https://github.com/fullsend-ai/fullsend/pull/2595
2026-06-24,fullsend,2576,fix(deps): restore toml-eslint-parser for CI deploy,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2576
2026-06-24,fullsend,2567,fix(install): skip enrollment in PR mode + e2e PR-based scaffold flow,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2567
2026-06-24,fullsend,2539,feat: add autonomy-readiness skill for retro agent,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2539
2026-06-24,fullsend,2531,fix: disable CSMA spread delay in post-prioritize tests,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2531
2026-06-24,fullsend,2530,ci: add per-script timing to script-test target,ci,,,,https://github.com/fullsend-ai/fullsend/pull/2530
2026-06-24,fullsend,2514,fix(ci): lint individual commits on PRs to catch invalid prefixes early,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2514
2026-06-24,fullsend,2509,chore(ci): add pinact pre-commit hook to enforce SHA-pinned actions,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2509
2026-06-24,fullsend,2465,fix(dispatch): per-role two-layer concurrency for per-repo (#981),fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2465
2026-06-24,fullsend,2464,docs: document GCP project for hosted mint,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2464
2026-06-24,fullsend,2389,feat(cli): mint agent tokens in the binary instead of workflows,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2389
2026-06-24,fullsend,2011,docs(problems): add MCP configuration drift problem doc,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2011
2026-06-24,fullsend,1688,feat(#1662): ADR 0054 — implement is_authorized on all agent dispatch paths,feat,,,,https://github.com/fullsend-ai/fullsend/pull/1688
2026-06-25,fullsend,2666,docs(#2635): support frontmatter ordering in docs sidebar,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2666
2026-06-25,fullsend,2663,feat(scaffold): per-repo pre-commit tools registry (L2 additive merge),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2663
2026-06-25,fullsend,2660,docs(#2634): document --agents flag in getting-started guide,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2660
2026-06-25,fullsend,2659,feat(#2611): pin runners to ubuntu-24.04 with configurable __GH_RUNNER__,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2659
2026-06-25,fullsend,2627,fix(ci): use GitHub PR titles for release notes,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2627
2026-06-25,fullsend,2617,fix(ci): skip e2e/functional tests in merge queue for irrelevant paths,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2617
2026-06-25,fullsend,2584,"docs: sandbox layout, skill precedence, and agent rule layering",docs,,,,https://github.com/fullsend-ai/fullsend/pull/2584
2026-06-25,fullsend,2546,feat(renovate): enable automerge for low-risk PRs,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2546
2026-06-25,fullsend,2063,ci(sandbox): add macOS runner for darwin-specific tar behavior test,ci,,,,https://github.com/fullsend-ai/fullsend/pull/2063
2026-06-25,fullsend,1055,feat(scaffold): auto-detect and install pre-commit tool dependencies,feat,,,,https://github.com/fullsend-ai/fullsend/pull/1055
2026-06-26,fullsend,2697,fix(harness): warn when URL-base skill is fetched with only SKILL.md,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2697
2026-06-26,fullsend,2690,feat(harness): resolve declarative resources from URL-referenced bases,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2690
2026-06-26,fullsend,2686,chore(config): migrate Renovate config,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2686
2026-06-26,fullsend,2681,chore(deps): update eval/.agent-eval-harness digest to ff68bc5,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2681
2026-06-26,fullsend,2647,fix(renovate): add repository target and fork guard,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2647
2026-06-26,fullsend,2392,docs(adr): multi-repo management for per-repo installations,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2392
2026-06-26,fullsend,2340,docs(adr): deprecate per-org installation mode,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2340
2026-06-27,fullsend,2727,fix(#2726): upload agent definition as {name}.md in bootstrap,fix,core,2726,ggallen,https://github.com/fullsend-ai/fullsend/pull/2727
2026-06-27,fullsend,2721,feat(site): migrate documentation site from Docusaurus to VitePress,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2721
2026-06-27,fullsend,2720,"fix(#2713): add GH_TOKEN to ""Run fullsend"" step env block",fix,core,2713,ggallen,https://github.com/fullsend-ai/fullsend/pull/2720
2026-06-27,fullsend,2717,fix(#2715): add pinact to pre-commit tools registry,fix,core,2715,ggallen,https://github.com/fullsend-ai/fullsend/pull/2717
2026-06-27,fullsend,2707,fix(harness): fetch full skill directory from URL base via ForgeClient,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2707
2026-06-28,fullsend,2730,chore(deps): update dependency prettier-plugin-svelte to v3.5.2,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2730
2026-06-28,fullsend,2709,chore(deps): update dependency go to v1.26.4,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2709
2026-06-28,fullsend,2702,"chore: update copyright from Red Hat, Inc to Red Hat, LLC",chore,,,,https://github.com/fullsend-ai/fullsend/pull/2702
2026-06-28,fullsend,2700,chore(deps): update dependency concurrently to v9.2.3,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2700
2026-06-28,fullsend,2545,fix(scaffold): place vendored per-repo reusable workflows under .github/workflows/,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2545
2026-06-29,fullsend,2765,fix(site): rewrite broken README.md and out-of-docs links,fix,core,37,ralphbean,https://github.com/fullsend-ai/fullsend/pull/2765
2026-06-29,fullsend,2754,feat(site): add mermaid diagram rendering,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2754
2026-06-29,fullsend,2751,fix(config): rename triage-agent to agents in allowlist,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2751
2026-06-29,fullsend,2737,chore(deps): update dependency vitest to v4.1.9,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2737
2026-06-29,fullsend,2734,chore(deps): update dependency vite to v6.4.3,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2734
2026-06-29,fullsend,2733,feat(config): add triage-agent to default allowed_remote_resources,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2733
2026-06-29,fullsend,2714,chore(deps): update dependency nvidia/openshell to v0.0.71,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2714
2026-06-29,fullsend,2701,feat(site): migrate docs site to VitePress and redesign landing page,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2701
2026-06-29,fullsend,2698,"docs: deprecate all-in-one admin, restructure reference/ into sidebar sections",docs,,,,https://github.com/fullsend-ai/fullsend/pull/2698
2026-06-29,fullsend,2695,fix(#2687): add line-number verification to review skill prompts,fix,bot,2687,fullsend-ai-retro[bot],https://github.com/fullsend-ai/fullsend/pull/2695
2026-06-29,fullsend,2689,refactor(workflows): replace fullsend_ai_ref by job.workflow_sha,other,,,,https://github.com/fullsend-ai/fullsend/pull/2689
2026-06-29,fullsend,2679,fix(dispatch): add label-based handoffs for bot-to-bot dispatch paths,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2679
2026-06-29,fullsend,2673,fix(ci): fall back to collaborator permission API in e2e/functional gate,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2673
2026-06-29,fullsend,2657,docs: strengthen breaking-change marking guidance,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2657
2026-06-29,fullsend,2630,"feat(cli)!: add --direct flag to sync-scaffold, enroll, and unenroll",feat,,,,https://github.com/fullsend-ai/fullsend/pull/2630
2026-06-29,fullsend,2594,fix(#2592): default to fork-based scaffold PR for non-owner users,fix,external,2592,benoitf,https://github.com/fullsend-ai/fullsend/pull/2594
2026-06-29,fullsend,2582,feat(harness): unified env var delivery (ADR 0055),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2582
2026-06-29,fullsend,2537,feat: add standalone mint with custom role support,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2537
2026-06-30,fullsend,2808,fix(#2806): resolve host_files relative src paths for URL bases,fix,core,2806,ggallen,https://github.com/fullsend-ai/fullsend/pull/2808
2026-06-30,fullsend,2795,fix: pin supervisor image to match openshell CLI version,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2795
2026-06-30,fullsend,2788,fix(ci): trigger e2e tests on .github/scripts/ and action.yml changes,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2788
2026-06-30,fullsend,2787,fix: revert openshell to 0.0.63,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2787
2026-06-30,fullsend,2771,chore(deps): update goreleaser/goreleaser-action action to v7.2.3,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2771
2026-06-30,fullsend,2770,feat(cli): add fullsend agent subcommand (ADR 0058 Phase 2),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2770
2026-06-30,fullsend,2769,feat(run): add runtime agent resolution from config (ADR 0058 Phase 3),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2769
2026-06-30,fullsend,2768,feat(config): add agent registration schema (ADR 0058 Phase 1),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2768
2026-06-30,fullsend,2766,feat(e2e): expand org pool from 6 to 12,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2766
2026-06-30,fullsend,2764,fix(github): increase retry attempts and add jitter to backoff,fix,unlinked,,,https://github.com/fullsend-ai/fullsend/pull/2764
2026-06-30,fullsend,2763,refactor(harness): migrate triage to env.runner/env.sandbox (ADR 0055),other,,,,https://github.com/fullsend-ai/fullsend/pull/2763
2026-06-30,fullsend,2762,refactor(harness): migrate fix agent to env.runner/env.sandbox (ADR 0055),other,,,,https://github.com/fullsend-ai/fullsend/pull/2762
2026-06-30,fullsend,2759,refactor(harness): migrate prioritize agent to env.runner/env.sandbox (ADR 0055),other,,,,https://github.com/fullsend-ai/fullsend/pull/2759
2026-06-30,fullsend,2755,docs(adr): Agent registration,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2755
2026-06-30,fullsend,2753,chore(deps): update dependency nvidia/openshell to v0.0.72,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2753
2026-06-30,fullsend,2650,docs(adr): harness CEL dispatch and NormalizedEvent v1,docs,,,,https://github.com/fullsend-ai/fullsend/pull/2650
2026-06-30,fullsend,2277,feat(mint): cross-org authorization and e2e WIF auth (#2155),feat,,,,https://github.com/fullsend-ai/fullsend/pull/2277
2026-06-30,fullsend,1580,docs(adr): add ADR 0059 for public mint mode with wildcard allowlists,docs,,,,https://github.com/fullsend-ai/fullsend/pull/1580
2026-07-01,fullsend,2860,fix(#2786): surface agent API errors when Claude Code exits 0,fix,core,2786,waynesun09,https://github.com/fullsend-ai/fullsend/pull/2860
2026-07-01,fullsend,2859,fix(#2783): refresh OIDC token before agent start,fix,core,2783,waynesun09,https://github.com/fullsend-ai/fullsend/pull/2859
2026-07-01,fullsend,2855,fix(#2852): re-stage and retry when pre-commit hooks auto-fix files,fix,core,2852,waynesun09,https://github.com/fullsend-ai/fullsend/pull/2855
2026-07-01,fullsend,2851,feat(harness): add validation_loop.schema for URL-resolved output schemas,feat,,,,https://github.com/fullsend-ai/fullsend/pull/2851
2026-07-01,fullsend,2820,chore(deps): update renovatebot/github-action action to v46.1.17,chore,,,,https://github.com/fullsend-ai/fullsend/pull/2820
2026-07-01,fullsend,2818,fix(#2817): resolve host_files relative src paths in SourceURL path,fix,core,2817,ggallen,https://github.com/fullsend-ai/fullsend/pull/2818
2026-07-01,fullsend,2815,fix(#2814): retry git fetch without token on auth failure,fix,core,2814,ggallen,https://github.com/fullsend-ai/fullsend/pull/2815
2026-07-01,fullsend,2807,fix(#2805): resolve relative resources for URL-sourced config agents,fix,core,2805,ggallen,https://github.com/fullsend-ai/fullsend/pull/2807
