date,repo,type,event,number,title,url
2026-06-24,fullsend,issue,opened,2587,"Add hard cap on total review dispatches per PR as a backstop",https://github.com/fullsend-ai/fullsend/issues/2587
2026-06-24,fullsend,issue,opened,2586,"Review agent should recommend closing unfixable dependency-bot PRs",https://github.com/fullsend-ai/fullsend/issues/2586
2026-06-24,fullsend,issue,opened,2585,"Fix agent should close PR when fix reverts all changes to empty diff",https://github.com/fullsend-ai/fullsend/issues/2585
2026-06-24,fullsend,issue,closed,2632,"Remote skill display name uses filepath.Base of cache path instead of SKILL.md frontmatter name",https://github.com/fullsend-ai/fullsend/issues/2632
2026-06-24,fullsend,issue,closed,2610,"harness: URL base script resolution resolves relative to YAML dir instead of scaffold root",https://github.com/fullsend-ai/fullsend/issues/2610
2026-06-24,fullsend,issue,closed,2606,"Cancel or short-circuit review runs when PR merges before review completes",https://github.com/fullsend-ai/fullsend/issues/2606
2026-06-24,fullsend,issue,closed,2591,"fullsend github setup PR is not signing commits",https://github.com/fullsend-ai/fullsend/issues/2591
2026-06-24,fullsend,issue,closed,2590,"Retro skip guard for onboarding PRs is not effective",https://github.com/fullsend-ai/fullsend/issues/2590
2026-06-24,fullsend,issue,closed,2558,"e2e: exercise default PR-based scaffold install flow",https://github.com/fullsend-ai/fullsend/issues/2558
2026-06-24,fullsend,issue,closed,1933,"Installation should pin workflows to version being installed",https://github.com/fullsend-ai/fullsend/issues/1933
2026-06-24,fullsend,issue,closed,1662,"ADR: require is_authorized check on all agent slash commands",https://github.com/fullsend-ai/fullsend/issues/1662
2026-06-24,fullsend,issue,closed,1357,"Enable cancel-in-progress for review dispatches on the same PR",https://github.com/fullsend-ai/fullsend/issues/1357
2026-06-24,fullsend,issue,closed,981,"Add concurrency group to dispatch-review job in fullsend.yaml",https://github.com/fullsend-ai/fullsend/issues/981
2026-06-24,fullsend,issue,closed,982,"Add concurrency group to dispatch-code job in fullsend.yaml",https://github.com/fullsend-ai/fullsend/issues/982
2026-06-24,.fullsend,pr,opened,86,"fix: SHA-pin third-party actions in custom workflows",https://github.com/fullsend-ai/.fullsend/pull/86
2026-06-24,experiments,issue,opened,32,"Experiment: re-platform opendatahub-io/rfe-creator as a fullsend custom agent",https://github.com/fullsend-ai/experiments/issues/32
2026-06-25,fullsend,pr,opened,2679,"fix(dispatch): add label-based handoffs for bot-to-bot dispatch paths",https://github.com/fullsend-ai/fullsend/pull/2679
2026-06-25,fullsend,pr,opened,2673,"fix(ci): fall back to collaborator permission API in e2e/functional gate",https://github.com/fullsend-ai/fullsend/pull/2673
2026-06-25,fullsend,pr,opened,2671,"feat(sandbox): adopt provider-backed policy composition",https://github.com/fullsend-ai/fullsend/pull/2671
2026-06-25,fullsend,pr,opened,2666,"docs(#2635): support frontmatter ordering in docs sidebar",https://github.com/fullsend-ai/fullsend/pull/2666
2026-06-25,fullsend,pr,opened,2663,"feat(scaffold): per-repo pre-commit tools registry (L2 additive merge)",https://github.com/fullsend-ai/fullsend/pull/2663
2026-06-25,fullsend,pr,opened,2660,"docs(#2634): document --agents flag in getting-started guide",https://github.com/fullsend-ai/fullsend/pull/2660
2026-06-25,fullsend,pr,opened,2659,"feat(#2611): pin runners to ubuntu-24.04 with configurable __GH_RUNNER__",https://github.com/fullsend-ai/fullsend/pull/2659
2026-06-25,fullsend,pr,opened,2657,"docs: strengthen breaking-change marking guidance",https://github.com/fullsend-ai/fullsend/pull/2657
2026-06-25,fullsend,pr,opened,2656,"fix(post-code): block workflow file changes and correct token docs",https://github.com/fullsend-ai/fullsend/pull/2656
2026-06-25,fullsend,pr,opened,2650,"docs(adr): harness CEL dispatch and NormalizedEvent v1",https://github.com/fullsend-ai/fullsend/pull/2650
2026-06-25,fullsend,pr,opened,2647,"fix(renovate): add repository target and fork guard",https://github.com/fullsend-ai/fullsend/pull/2647
2026-06-25,fullsend,pr,merged,2666,"docs(#2635): support frontmatter ordering in docs sidebar",https://github.com/fullsend-ai/fullsend/pull/2666
2026-06-25,fullsend,pr,merged,2663,"feat(scaffold): per-repo pre-commit tools registry (L2 additive merge)",https://github.com/fullsend-ai/fullsend/pull/2663
2026-06-25,fullsend,pr,merged,2660,"docs(#2634): document --agents flag in getting-started guide",https://github.com/fullsend-ai/fullsend/pull/2660
2026-06-25,fullsend,pr,merged,2659,"feat(#2611): pin runners to ubuntu-24.04 with configurable __GH_RUNNER__",https://github.com/fullsend-ai/fullsend/pull/2659
2026-06-25,fullsend,pr,merged,2627,"fix(ci): use GitHub PR titles for release notes",https://github.com/fullsend-ai/fullsend/pull/2627
2026-06-25,fullsend,pr,merged,2617,"fix(ci): skip e2e/functional tests in merge queue for irrelevant paths",https://github.com/fullsend-ai/fullsend/pull/2617
2026-06-25,fullsend,pr,merged,2584,"docs: sandbox layout, skill precedence, and agent rule layering",https://github.com/fullsend-ai/fullsend/pull/2584
2026-06-25,fullsend,pr,merged,2546,"feat(renovate): enable automerge for low-risk PRs",https://github.com/fullsend-ai/fullsend/pull/2546
2026-06-25,fullsend,pr,merged,2063,"ci(sandbox): add macOS runner for darwin-specific tar behavior test",https://github.com/fullsend-ai/fullsend/pull/2063
2026-06-25,fullsend,pr,merged,1055,"feat(scaffold): auto-detect and install pre-commit tool dependencies",https://github.com/fullsend-ai/fullsend/pull/1055
2026-06-25,fullsend,pr,closed,2548,"feat(auth): label-gated workflow-change elevation",https://github.com/fullsend-ai/fullsend/pull/2548
2026-06-25,fullsend,issue,opened,2678,"Review agent should deprioritize findings on planning/design documents",https://github.com/fullsend-ai/fullsend/issues/2678
2026-06-25,fullsend,issue,opened,2677,"Review status comment should surface unresolved finding count for human reviewers",https://github.com/fullsend-ai/fullsend/issues/2677
2026-06-25,fullsend,issue,opened,2676,"Review agent should detect incomplete mechanical migrations across docs and examples",https://github.com/fullsend-ai/fullsend/issues/2676
2026-06-25,fullsend,issue,opened,2675,"E2e-gate workflow posts duplicate comments on bot-authored PRs",https://github.com/fullsend-ai/fullsend/issues/2675
2026-06-25,fullsend,issue,opened,2674,"dispatch: ADR 0054 authorization gate blocks review dispatch for coder-bot PRs",https://github.com/fullsend-ai/fullsend/issues/2674
2026-06-25,fullsend,issue,opened,2672,"Provider and profile definitions cannot be resolved from URL-referenced base harnesses",https://github.com/fullsend-ai/fullsend/issues/2672
2026-06-25,fullsend,issue,opened,2670,"Harden code agent security: block workflow modifications and enforce technical permission controls",https://github.com/fullsend-ai/fullsend/issues/2670
2026-06-25,fullsend,issue,opened,2669,"Adopt label-based gating for agent dispatch and trusted-process identification",https://github.com/fullsend-ai/fullsend/issues/2669
2026-06-25,fullsend,issue,opened,2668,"Implement per-repository budget cap for agent usage",https://github.com/fullsend-ai/fullsend/issues/2668
2026-06-25,fullsend,issue,opened,2667,"Review agent should poll CI status before finalizing review (fuse timer)",https://github.com/fullsend-ai/fullsend/issues/2667
2026-06-25,fullsend,issue,opened,2665,"Review agent should not post inline comments for non-actionable findings",https://github.com/fullsend-ai/fullsend/issues/2665
2026-06-25,fullsend,issue,opened,2664,"Review agent should verify docs claims against source code before flagging architectural-misalignment",https://github.com/fullsend-ai/fullsend/issues/2664
2026-06-25,fullsend,issue,opened,2662,"Update stale skill ""overload"" terminology in triage.md and review.md",https://github.com/fullsend-ai/fullsend/issues/2662
2026-06-25,fullsend,issue,opened,2661,"Log a warning when a repo skill is shadowed by a personal-level skill",https://github.com/fullsend-ai/fullsend/issues/2661
2026-06-25,fullsend,issue,opened,2658,"Review agent: verify CI workflow permission scopes match tool requirements",https://github.com/fullsend-ai/fullsend/issues/2658
2026-06-25,fullsend,issue,opened,2655,"Review agent should suppress findings whose own analysis concludes they are justified",https://github.com/fullsend-ai/fullsend/issues/2655
2026-06-25,fullsend,issue,opened,2654,"ADR-0045 Phase 4 PR #2446 shipped breaking change without ! marker",https://github.com/fullsend-ai/fullsend/issues/2654
2026-06-25,fullsend,issue,opened,2653,"Document and formalize maintainer onboarding process",https://github.com/fullsend-ai/fullsend/issues/2653
2026-06-25,fullsend,issue,opened,2652,"Decommission playground environment and clean up references",https://github.com/fullsend-ai/fullsend/issues/2652
2026-06-25,fullsend,issue,opened,2651,"Review agent should escalate detected parallel implementations into unification suggestions",https://github.com/fullsend-ai/fullsend/issues/2651
2026-06-25,fullsend,issue,opened,2649,"Issue-authoring agents should validate code snippets against repo conventions",https://github.com/fullsend-ai/fullsend/issues/2649
2026-06-25,fullsend,issue,opened,2648,"Review agent: trace feature-flag skip patterns across dependent functions in shell scripts",https://github.com/fullsend-ai/fullsend/issues/2648
2026-06-25,fullsend,issue,opened,2646,"Review agent: detect inconsistent config between sibling CI workflow jobs",https://github.com/fullsend-ai/fullsend/issues/2646
2026-06-25,fullsend,issue,opened,2645,"fix(renovate): repository not found + skip forks",https://github.com/fullsend-ai/fullsend/issues/2645
2026-06-25,fullsend,issue,opened,2644,"Review agent should perform deeper security analysis on authorization and privilege-escalation code paths",https://github.com/fullsend-ai/fullsend/issues/2644
2026-06-25,fullsend,issue,opened,2643,"Retro agent should verify codebase-internal references before including them in proposals",https://github.com/fullsend-ai/fullsend/issues/2643
2026-06-25,fullsend,issue,opened,2642,"Make agent environment setup resilient to transient APT repository failures",https://github.com/fullsend-ai/fullsend/issues/2642
2026-06-25,fullsend,issue,opened,2641,"e2e: adopt bot-authorization fix from #2636 and remove PAT workaround",https://github.com/fullsend-ai/fullsend/issues/2641
2026-06-25,fullsend,issue,opened,2640,"Fix conflicting early-exit vs full-read instructions in style-conventions sub-agent",https://github.com/fullsend-ai/fullsend/issues/2640
2026-06-25,fullsend,issue,opened,2639,"Add fast-path in review orchestrator for trivial bot-authored PRs",https://github.com/fullsend-ai/fullsend/issues/2639
2026-06-25,fullsend,issue,opened,2638,"Skip retro dispatch for merged bot PRs with no review findings",https://github.com/fullsend-ai/fullsend/issues/2638
2026-06-25,fullsend,issue,closed,2652,"Decommission playground environment and clean up references",https://github.com/fullsend-ai/fullsend/issues/2652
2026-06-25,fullsend,issue,closed,2635,"docs: Getting started order",https://github.com/fullsend-ai/fullsend/issues/2635
2026-06-25,fullsend,issue,closed,2634,"doc: add --agents mention and clarify subset installation in https://fullsend.sh/docs/#/guides/getting-started/configuring-github",https://github.com/fullsend-ai/fullsend/issues/2634
2026-06-25,fullsend,issue,closed,2611,"fullsend github action use -latest for github runner ",https://github.com/fullsend-ai/fullsend/issues/2611
2026-06-25,fullsend,issue,closed,2506,"Enable auto-merge for Renovate PRs",https://github.com/fullsend-ai/fullsend/issues/2506
2026-06-25,fullsend,issue,closed,2032,"macOS tar includes ._* AppleDouble files in UploadDir, corrupting .git on round-trip",https://github.com/fullsend-ai/fullsend/issues/2032
2026-06-25,fullsend,issue,closed,1270,"Expand precommit-tools.yaml registry coverage",https://github.com/fullsend-ai/fullsend/issues/1270
2026-06-25,fullsend,issue,closed,1056,"Follow-up from PR #1055: The strip_prefix for lychee is set to ""lychee-{triple}"", but the original hardcoded i...",https://github.com/fullsend-ai/fullsend/issues/1056
2026-06-25,fullsend,issue,closed,1057,"Follow-up from PR #1055: PyYAML is installed with an unpinned version floor (pyyaml>=6.0). Every other depende...",https://github.com/fullsend-ai/fullsend/issues/1057
2026-06-25,fullsend,issue,closed,850,"Add pre-flight tool availability checks to post-code/post-fix scripts",https://github.com/fullsend-ai/fullsend/issues/850
2026-06-25,.fullsend,pr,opened,87,"fix: add required role field to scribe and gh-classify harnesses",https://github.com/fullsend-ai/.fullsend/pull/87
2026-06-25,.fullsend,pr,merged,87,"fix: add required role field to scribe and gh-classify harnesses",https://github.com/fullsend-ai/.fullsend/pull/87
2026-06-26,fullsend,pr,opened,2707,"fix(harness): fetch full skill directory from URL base via ForgeClient",https://github.com/fullsend-ai/fullsend/pull/2707
2026-06-26,fullsend,pr,opened,2706,"fix(#2705): fetch full skill directories from URL bases via forge API",https://github.com/fullsend-ai/fullsend/pull/2706
2026-06-26,fullsend,pr,opened,2702,"chore: update copyright from Red Hat, Inc to Red Hat, LLC",https://github.com/fullsend-ai/fullsend/pull/2702
2026-06-26,fullsend,pr,opened,2701,"docs: migrate docs site from Svelte SPA to Docusaurus",https://github.com/fullsend-ai/fullsend/pull/2701
2026-06-26,fullsend,pr,opened,2700,"chore(deps): update dependency concurrently to v9.2.3",https://github.com/fullsend-ai/fullsend/pull/2700
2026-06-26,fullsend,pr,opened,2698,"docs: deprecate all-in-one admin install, restructure reference/ into admin/",https://github.com/fullsend-ai/fullsend/pull/2698
2026-06-26,fullsend,pr,opened,2697,"fix(harness): warn when URL-base skill is fetched with only SKILL.md",https://github.com/fullsend-ai/fullsend/pull/2697
2026-06-26,fullsend,pr,opened,2695,"fix(#2687): add line-number verification to review skill prompts",https://github.com/fullsend-ai/fullsend/pull/2695
2026-06-26,fullsend,pr,opened,2693,"fix(renovate): group OpenShell base image and version pin updates",https://github.com/fullsend-ai/fullsend/pull/2693
2026-06-26,fullsend,pr,opened,2690,"feat(harness): resolve declarative resources from URL-referenced bases",https://github.com/fullsend-ai/fullsend/pull/2690
2026-06-26,fullsend,pr,opened,2689,"refactor(workflows): replace fullsend_ai_ref by job.workflow_sha",https://github.com/fullsend-ai/fullsend/pull/2689
2026-06-26,fullsend,pr,opened,2686,"chore(config): migrate Renovate config",https://github.com/fullsend-ai/fullsend/pull/2686
2026-06-26,fullsend,pr,opened,2685,"chore(deps): update ghcr.io/nvidia/openshell-community/sandboxes/base docker digest to aeef1c6",https://github.com/fullsend-ai/fullsend/pull/2685
2026-06-26,fullsend,pr,opened,2681,"chore(deps): update eval/.agent-eval-harness digest to ff68bc5",https://github.com/fullsend-ai/fullsend/pull/2681
2026-06-26,fullsend,pr,merged,2697,"fix(harness): warn when URL-base skill is fetched with only SKILL.md",https://github.com/fullsend-ai/fullsend/pull/2697
2026-06-26,fullsend,pr,merged,2690,"feat(harness): resolve declarative resources from URL-referenced bases",https://github.com/fullsend-ai/fullsend/pull/2690
2026-06-26,fullsend,pr,merged,2686,"chore(config): migrate Renovate config",https://github.com/fullsend-ai/fullsend/pull/2686
2026-06-26,fullsend,pr,merged,2681,"chore(deps): update eval/.agent-eval-harness digest to ff68bc5",https://github.com/fullsend-ai/fullsend/pull/2681
2026-06-26,fullsend,pr,merged,2647,"fix(renovate): add repository target and fork guard",https://github.com/fullsend-ai/fullsend/pull/2647
2026-06-26,fullsend,pr,merged,2392,"docs(adr): multi-repo management for per-repo installations",https://github.com/fullsend-ai/fullsend/pull/2392
2026-06-26,fullsend,pr,merged,2340,"docs(adr): deprecate per-org installation mode",https://github.com/fullsend-ai/fullsend/pull/2340
2026-06-26,fullsend,issue,opened,2708,"Skip retro dispatch for merged human PRs with no agent involvement",https://github.com/fullsend-ai/fullsend/issues/2708
2026-06-26,fullsend,issue,opened,2705,"bug(harness): v0.22.0 URL-base skill resolution drops companion files, breaks review agent for all users",https://github.com/fullsend-ai/fullsend/issues/2705
2026-06-26,fullsend,issue,opened,2704,"Include agent name in hardcoded prompt so agent can self-orient on definition load failure",https://github.com/fullsend-ai/fullsend/issues/2704
2026-06-26,fullsend,issue,opened,2703,"Harness should validate agent definition and critical env vars before starting LLM conversation",https://github.com/fullsend-ai/fullsend/issues/2703
2026-06-26,fullsend,issue,opened,2699,"Review agent should flag plans that propose deleting tests rather than migrating them",https://github.com/fullsend-ai/fullsend/issues/2699
2026-06-26,fullsend,issue,opened,2696,"Review agent should verify new validation functions cover all fields of the validated entity",https://github.com/fullsend-ai/fullsend/issues/2696
2026-06-26,fullsend,issue,opened,2694,"Review agent: detect unhandled new string-enum variants in downstream consumers",https://github.com/fullsend-ai/fullsend/issues/2694
2026-06-26,fullsend,issue,opened,2692,"Renovate creates separate PRs for OpenShell base image and version pin",https://github.com/fullsend-ai/fullsend/issues/2692
2026-06-26,fullsend,issue,opened,2691,"Add curl-pipe-bash installer script for fullsend CLI",https://github.com/fullsend-ai/fullsend/issues/2691
2026-06-26,fullsend,issue,opened,2688,"Post-review harness should anchor inline comments with content snippets",https://github.com/fullsend-ai/fullsend/issues/2688
2026-06-26,fullsend,issue,opened,2687,"Review skill should instruct agents to verify line numbers against file content",https://github.com/fullsend-ai/fullsend/issues/2687
2026-06-26,fullsend,issue,opened,2684,"Review agent: add prominent 'out-of-diff impact' callout for findings affecting unchanged files",https://github.com/fullsend-ai/fullsend/issues/2684
2026-06-26,fullsend,issue,opened,2683,"reusable-workflow and dependabot update",https://github.com/fullsend-ai/fullsend/issues/2683
2026-06-26,fullsend,issue,opened,2682,"Dependency Dashboard",https://github.com/fullsend-ai/fullsend/issues/2682
2026-06-26,fullsend,issue,opened,2680,"mint delete: add command to tear down mint infrastructure",https://github.com/fullsend-ai/fullsend/issues/2680
2026-06-26,fullsend,issue,closed,2645,"fix(renovate): repository not found + skip forks",https://github.com/fullsend-ai/fullsend/issues/2645
2026-06-26,fullsend,issue,closed,2483,"Dependency Dashboard",https://github.com/fullsend-ai/fullsend/issues/2483
2026-06-26,fullsend,issue,closed,2350,"Deprecate and remove per-org installation mode",https://github.com/fullsend-ai/fullsend/issues/2350
2026-06-26,.fullsend,pr,merged,86,"fix: SHA-pin third-party actions in custom workflows",https://github.com/fullsend-ai/.fullsend/pull/86
2026-06-27,fullsend,pr,opened,2727,"fix(#2726): upload agent definition as {name}.md in bootstrap",https://github.com/fullsend-ai/fullsend/pull/2727
2026-06-27,fullsend,pr,opened,2725,"feat(#2722): add reader role for self-minting tokens during harness loading",https://github.com/fullsend-ai/fullsend/pull/2725
2026-06-27,fullsend,pr,opened,2723,"chore: update fullsend shim workflow",https://github.com/fullsend-ai/fullsend/pull/2723
2026-06-27,fullsend,pr,opened,2721,"feat(site): migrate documentation site from Docusaurus to VitePress",https://github.com/fullsend-ai/fullsend/pull/2721
2026-06-27,fullsend,pr,opened,2720,"fix(#2713): add GH_TOKEN to ""Run fullsend"" step env block",https://github.com/fullsend-ai/fullsend/pull/2720
2026-06-27,fullsend,pr,opened,2717,"fix(#2715): add pinact to pre-commit tools registry",https://github.com/fullsend-ai/fullsend/pull/2717
2026-06-27,fullsend,pr,opened,2716,"fix(#2715): install pinact in sandbox container image",https://github.com/fullsend-ai/fullsend/pull/2716
2026-06-27,fullsend,pr,opened,2714,"chore(deps): update dependency nvidia/openshell to v0.0.71",https://github.com/fullsend-ai/fullsend/pull/2714
2026-06-27,fullsend,pr,opened,2709,"chore(deps): update dependency go to v1.26.4",https://github.com/fullsend-ai/fullsend/pull/2709
2026-06-27,fullsend,pr,merged,2727,"fix(#2726): upload agent definition as {name}.md in bootstrap",https://github.com/fullsend-ai/fullsend/pull/2727
2026-06-27,fullsend,pr,merged,2721,"feat(site): migrate documentation site from Docusaurus to VitePress",https://github.com/fullsend-ai/fullsend/pull/2721
2026-06-27,fullsend,pr,merged,2720,"fix(#2713): add GH_TOKEN to ""Run fullsend"" step env block",https://github.com/fullsend-ai/fullsend/pull/2720
2026-06-27,fullsend,pr,merged,2717,"fix(#2715): add pinact to pre-commit tools registry",https://github.com/fullsend-ai/fullsend/pull/2717
2026-06-27,fullsend,pr,merged,2707,"fix(harness): fetch full skill directory from URL base via ForgeClient",https://github.com/fullsend-ai/fullsend/pull/2707
2026-06-27,fullsend,pr,closed,2716,"fix(#2715): install pinact in sandbox container image",https://github.com/fullsend-ai/fullsend/pull/2716
2026-06-27,fullsend,issue,opened,2729,"Retro post-script should handle repos with GitHub Issues disabled gracefully",https://github.com/fullsend-ai/fullsend/issues/2729
2026-06-27,fullsend,issue,opened,2728,"Fix agent should verify explicit success criteria from human /fs-fix instructions",https://github.com/fullsend-ai/fullsend/issues/2728
2026-06-27,fullsend,issue,opened,2726,"Base-composed agent prompt not injected: cached file uploaded as 'content' instead of agent name",https://github.com/fullsend-ai/fullsend/issues/2726
2026-06-27,fullsend,issue,opened,2724,"Post user-visible feedback when /fs-review dispatch is skipped",https://github.com/fullsend-ai/fullsend/issues/2724
2026-06-27,fullsend,issue,opened,2722,"mint: add loader role so the binary self-mints tokens for URL-based harness loading",https://github.com/fullsend-ai/fullsend/issues/2722
2026-06-27,fullsend,issue,opened,2719,"Document pre-commit tools registry in AGENTS.md",https://github.com/fullsend-ai/fullsend/issues/2719
2026-06-27,fullsend,issue,opened,2718,"Triage agent should discover existing infrastructure patterns before recommending new ones",https://github.com/fullsend-ai/fullsend/issues/2718
2026-06-27,fullsend,issue,opened,2715,"Code agent: pinact not installed in sandbox, blocks action.yml changes",https://github.com/fullsend-ai/fullsend/issues/2715
2026-06-27,fullsend,issue,opened,2713,"action.yml: ""Run fullsend"" step missing GH_TOKEN for URL-based skill fetching",https://github.com/fullsend-ai/fullsend/issues/2713
2026-06-27,fullsend,issue,opened,2712,"Code agent should validate its fix eliminates the reported failure mode, not just add the missing capability",https://github.com/fullsend-ai/fullsend/issues/2712
2026-06-27,fullsend,issue,opened,2711,"Auto re-dispatch review after consecutive infrastructure failures with backoff",https://github.com/fullsend-ai/fullsend/issues/2711
2026-06-27,fullsend,issue,opened,2710,"Fix intent-coherence sub-agent ignoring early-exit criteria for trivial bot diffs",https://github.com/fullsend-ai/fullsend/issues/2710
2026-06-27,fullsend,issue,closed,2726,"Base-composed agent prompt not injected: cached file uploaded as 'content' instead of agent name",https://github.com/fullsend-ai/fullsend/issues/2726
2026-06-27,fullsend,issue,closed,2715,"Code agent: pinact not installed in sandbox, blocks action.yml changes",https://github.com/fullsend-ai/fullsend/issues/2715
2026-06-27,fullsend,issue,closed,2713,"action.yml: ""Run fullsend"" step missing GH_TOKEN for URL-based skill fetching",https://github.com/fullsend-ai/fullsend/issues/2713
2026-06-27,fullsend,issue,closed,2705,"bug(harness): v0.22.0 URL-base skill resolution drops companion files, breaks review agent for all users",https://github.com/fullsend-ai/fullsend/issues/2705
2026-06-27,triage-agent,pr,opened,3,"fix(#1): update harness dest paths and restructure for forge",https://github.com/fullsend-ai/triage-agent/pull/3
2026-06-27,triage-agent,pr,opened,2,"chore: update fullsend shim workflow",https://github.com/fullsend-ai/triage-agent/pull/2
2026-06-27,triage-agent,pr,merged,3,"fix(#1): update harness dest paths and restructure for forge",https://github.com/fullsend-ai/triage-agent/pull/3
2026-06-27,triage-agent,pr,merged,2,"chore: update fullsend shim workflow",https://github.com/fullsend-ai/triage-agent/pull/2
2026-06-27,triage-agent,issue,opened,1,"harness/triage.yaml has stale /tmp/workspace/ dest paths; env vars never reach sandbox",https://github.com/fullsend-ai/triage-agent/issues/1
2026-06-27,triage-agent,issue,closed,1,"harness/triage.yaml has stale /tmp/workspace/ dest paths; env vars never reach sandbox",https://github.com/fullsend-ai/triage-agent/issues/1
2026-06-28,fullsend,pr,opened,2736,"feat(#2735): replace GitHub Contents API with git sparse checkout",https://github.com/fullsend-ai/fullsend/pull/2736
2026-06-28,fullsend,pr,opened,2734,"chore(deps): update dependency vite to v6.4.3",https://github.com/fullsend-ai/fullsend/pull/2734
2026-06-28,fullsend,pr,opened,2733,"feat(config): add triage-agent to default allowed_remote_resources",https://github.com/fullsend-ai/fullsend/pull/2733
2026-06-28,fullsend,pr,opened,2730,"chore(deps): update dependency prettier-plugin-svelte to v3.5.2",https://github.com/fullsend-ai/fullsend/pull/2730
2026-06-28,fullsend,pr,merged,2730,"chore(deps): update dependency prettier-plugin-svelte to v3.5.2",https://github.com/fullsend-ai/fullsend/pull/2730
2026-06-28,fullsend,pr,merged,2709,"chore(deps): update dependency go to v1.26.4",https://github.com/fullsend-ai/fullsend/pull/2709
2026-06-28,fullsend,pr,merged,2702,"chore: update copyright from Red Hat, Inc to Red Hat, LLC",https://github.com/fullsend-ai/fullsend/pull/2702
2026-06-28,fullsend,pr,merged,2700,"chore(deps): update dependency concurrently to v9.2.3",https://github.com/fullsend-ai/fullsend/pull/2700
2026-06-28,fullsend,pr,merged,2545,"fix(scaffold): place vendored per-repo reusable workflows under .github/workflows/",https://github.com/fullsend-ai/fullsend/pull/2545
2026-06-28,fullsend,issue,opened,2735,"refactor(forge): replace GitHub Contents API with git-based directory fetching",https://github.com/fullsend-ai/fullsend/issues/2735
2026-06-28,fullsend,issue,opened,2732,"Fix agent should warn when committing to a dependency-bot-managed branch",https://github.com/fullsend-ai/fullsend/issues/2732
2026-06-28,fullsend,issue,opened,2731,"Fix agent should avoid pushing directly to Renovate-managed branches",https://github.com/fullsend-ai/fullsend/issues/2731
2026-06-28,fullsend,issue,closed,2544,"Vendored per-repo shim uses invalid local path for reusable workflows",https://github.com/fullsend-ai/fullsend/issues/2544
2026-06-29,fullsend,pr,opened,2767,"docs: revert hardcoded getting-started link to README.md",https://github.com/fullsend-ai/fullsend/pull/2767
2026-06-29,fullsend,pr,opened,2766,"feat(e2e): expand org pool from 6 to 12",https://github.com/fullsend-ai/fullsend/pull/2766
2026-06-29,fullsend,pr,opened,2765,"fix(site): rewrite broken README.md and out-of-docs links",https://github.com/fullsend-ai/fullsend/pull/2765
2026-06-29,fullsend,pr,opened,2764,"fix(github): increase retry attempts and add jitter to backoff",https://github.com/fullsend-ai/fullsend/pull/2764
2026-06-29,fullsend,pr,opened,2763,"refactor(harness): migrate triage to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2763
2026-06-29,fullsend,pr,opened,2762,"refactor(harness): migrate fix agent to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2762
2026-06-29,fullsend,pr,opened,2761,"refactor(harness): migrate retro agent to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2761
2026-06-29,fullsend,pr,opened,2760,"refactor(harness): migrate code agent to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2760
2026-06-29,fullsend,pr,opened,2759,"refactor(harness): migrate prioritize agent to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2759
2026-06-29,fullsend,pr,opened,2758,"refactor(harness): migrate review agent to env.runner/env.sandbox (ADR 0055)",https://github.com/fullsend-ai/fullsend/pull/2758
2026-06-29,fullsend,pr,opened,2756,"docs(guides): migrate runner_env examples to env.runner",https://github.com/fullsend-ai/fullsend/pull/2756
2026-06-29,fullsend,pr,opened,2755,"docs(adr): Agent registration",https://github.com/fullsend-ai/fullsend/pull/2755
2026-06-29,fullsend,pr,opened,2754,"feat(site): add mermaid diagram rendering",https://github.com/fullsend-ai/fullsend/pull/2754
2026-06-29,fullsend,pr,opened,2753,"chore(deps): update dependency nvidia/openshell to v0.0.72",https://github.com/fullsend-ai/fullsend/pull/2753
2026-06-29,fullsend,pr,opened,2752,"feat(#2577): add Level 1 distributed tracing",https://github.com/fullsend-ai/fullsend/pull/2752
2026-06-29,fullsend,pr,opened,2751,"fix(config): rename triage-agent to agents in allowlist",https://github.com/fullsend-ai/fullsend/pull/2751
2026-06-29,fullsend,pr,opened,2750,"feat(scaffold): replace triage harness with external agent registry",https://github.com/fullsend-ai/fullsend/pull/2750
2026-06-29,fullsend,pr,opened,2743,"docs(adr): add ADR 0059 for ready-made configuration presets",https://github.com/fullsend-ai/fullsend/pull/2743
2026-06-29,fullsend,pr,opened,2737,"chore(deps): update dependency vitest to v4.1.9",https://github.com/fullsend-ai/fullsend/pull/2737
2026-06-29,fullsend,pr,merged,2765,"fix(site): rewrite broken README.md and out-of-docs links",https://github.com/fullsend-ai/fullsend/pull/2765
2026-06-29,fullsend,pr,merged,2754,"feat(site): add mermaid diagram rendering",https://github.com/fullsend-ai/fullsend/pull/2754
2026-06-29,fullsend,pr,merged,2751,"fix(config): rename triage-agent to agents in allowlist",https://github.com/fullsend-ai/fullsend/pull/2751
2026-06-29,fullsend,pr,merged,2737,"chore(deps): update dependency vitest to v4.1.9",https://github.com/fullsend-ai/fullsend/pull/2737
