date,repo,type,event,number,actor,title,url
2026-05-07,fullsend,issue,opened_external,718,gklein,"Claude Code plugins are not available in fullsend sandbox containers",https://github.com/fullsend-ai/fullsend/issues/718
2026-05-07,fullsend,pr,opened_core,736,waynesun09,"fix: update GitHub token redaction regex for new JWT format",https://github.com/fullsend-ai/fullsend/pull/736
2026-05-07,fullsend,pr,opened_core,733,ralphbean,"chore: add local binary install step to cutting-releases skill",https://github.com/fullsend-ai/fullsend/pull/733
2026-05-07,fullsend,pr,opened_core,730,waynesun09,"ADR 0034: Centralized shim routing via dispatch.yml",https://github.com/fullsend-ai/fullsend/pull/730
2026-05-07,fullsend,pr,opened_core,729,ben-alkov,"feat(review agent): anchor severity across re-reviews",https://github.com/fullsend-ai/fullsend/pull/729
2026-05-07,fullsend,pr,opened_core,726,ascerra,"fix(#705): refresh OIDC token during agent runs to prevent expiry",https://github.com/fullsend-ai/fullsend/pull/726
2026-05-07,fullsend,pr,opened_core,724,ralphbean,"fix: add pull-requests: write to post-run-link job",https://github.com/fullsend-ai/fullsend/pull/724
2026-05-07,fullsend,pr,opened_core,723,rh-hemartin,"fix(#721): add pull-requests: write to post-run-link scaffold",https://github.com/fullsend-ai/fullsend/pull/723
2026-05-07,fullsend,pr,opened_core,722,ggallen,"Add implementation plan for universal harness access",https://github.com/fullsend-ai/fullsend/pull/722
2026-05-07,fullsend,pr,opened_core,719,maruiz93,"fix: remove leading zeros from ADR titles and add linter",https://github.com/fullsend-ai/fullsend/pull/719
2026-05-07,fullsend,pr,opened_core,716,maruiz93,"docs: ADR 32 — safe-push wrapper binary for sandboxed agents",https://github.com/fullsend-ai/fullsend/pull/716
2026-05-07,fullsend,pr,opened_core,715,maruiz93,"docs: ADR 30 — OpenShell sandbox interaction model",https://github.com/fullsend-ai/fullsend/pull/715
2026-05-07,fullsend,pr,opened_core,712,ifireball,"fix(ci): run wrangler preCommands as one shell line",https://github.com/fullsend-ai/fullsend/pull/712
2026-05-07,.fullsend,pr,opened_core,14,rh-hemartin,"Add fix and retro agents to roles",https://github.com/fullsend-ai/.fullsend/pull/14
2026-05-08,fullsend,issue,opened_external,769,dhshah13,"feat: distinguish unintentional empty implementations from intentional no-ops in post-code.sh",https://github.com/fullsend-ai/fullsend/issues/769
2026-05-08,fullsend,issue,opened_external,768,dhshah13,"feat: AST-based dependency check in post-code.sh to catch undeclared imports",https://github.com/fullsend-ai/fullsend/issues/768
2026-05-08,fullsend,issue,opened_external,767,dhshah13,"feat: inject prior review verdicts into code agent retry prompts",https://github.com/fullsend-ai/fullsend/issues/767
2026-05-08,fullsend,issue,opened_external,766,dhshah13,"feat: dispatch-layer dedup and per-issue concurrency guard to prevent duplicate agent runs",https://github.com/fullsend-ai/fullsend/issues/766
2026-05-08,fullsend,issue,closed_other_external,767,dhshah13,"feat: inject prior review verdicts into code agent retry prompts",https://github.com/fullsend-ai/fullsend/issues/767
2026-05-08,fullsend,issue,closed_via_pr_external,731,Dharit13,"post-triage: sufficient results should clear stale blocked label",https://github.com/fullsend-ai/fullsend/issues/731
2026-05-08,fullsend,pr,opened_core,786,ralphbean,"fix: drop uv dependency from lint-adr-frontmatter hook",https://github.com/fullsend-ai/fullsend/pull/786
2026-05-08,fullsend,pr,opened_core,785,ralphbean,"fix: restore automatic triage on issue open/edit",https://github.com/fullsend-ai/fullsend/pull/785
2026-05-08,fullsend,pr,opened_core,784,ralphbean,"fix: add dispatch-prioritize job to shim workflow",https://github.com/fullsend-ai/fullsend/pull/784
2026-05-08,fullsend,pr,opened_core,783,ralphbean,"chore: add markdown link linter and fix broken links",https://github.com/fullsend-ai/fullsend/pull/783
2026-05-08,fullsend,pr,opened_core,761,maruiz93,"Replace SSH/SCP/rsync with OpenShell native CLI commands",https://github.com/fullsend-ai/fullsend/pull/761
2026-05-08,fullsend,pr,opened_core,760,waynesun09,"fix: check token scopes before interactive app setup",https://github.com/fullsend-ai/fullsend/pull/760
2026-05-08,fullsend,pr,opened_core,759,waynesun09,"fix: remove --force from gh label create in stop-fix workflow",https://github.com/fullsend-ai/fullsend/pull/759
2026-05-08,fullsend,pr,opened_core,746,rh-hemartin,"feat(#745): add analyze-transcript skill",https://github.com/fullsend-ai/fullsend/pull/746
2026-05-08,fullsend,pr,opened_core,742,rh-hemartin,"feat(#461): use /fs- prefix for slash commands",https://github.com/fullsend-ai/fullsend/pull/742
2026-05-08,.fullsend,pr,opened_core,18,ascerra,"chore: re-add dispatch-gh-classify to shim template",https://github.com/fullsend-ai/.fullsend/pull/18
2026-05-08,.fullsend,pr,opened_core,17,rh-hemartin,"Add 'retro' and 'fix' roles to config.yaml",https://github.com/fullsend-ai/.fullsend/pull/17
2026-05-08,experiments,pr,opened_core,21,rh-hemartin,"Add pre-commit config matching fullsend-ai/fullsend",https://github.com/fullsend-ai/experiments/pull/21
2026-05-09,fullsend,pr,opened_core,792,waynesun09,"feat: reusable workflows (ADR 31), centralized routing (ADR 34), layered content (ADR 35)",https://github.com/fullsend-ai/fullsend/pull/792
2026-05-09,fullsend,pr,opened_core,791,ralphbean,"chore: add lint-workflow-size to cap workflow file growth",https://github.com/fullsend-ai/fullsend/pull/791
2026-05-09,fullsend,pr,opened_core,790,waynesun09,"fix: prevent dev build versions from being pinned in action.yml",https://github.com/fullsend-ai/fullsend/pull/790
2026-05-10,fullsend,pr,opened_core,799,waynesun09,"feat: add per-repo installation mode (ADR 0033)",https://github.com/fullsend-ai/fullsend/pull/799
2026-05-10,fullsend,pr,opened_core,798,ifireball,"Document GitHub sub-issue API in filing-issues skill",https://github.com/fullsend-ai/fullsend/pull/798
2026-05-11,fullsend,pr,opened_core,814,ralphbean,"chore: add merge-queue skill",https://github.com/fullsend-ai/fullsend/pull/814
2026-05-11,fullsend,pr,opened_core,811,rh-hemartin,"fix(#810): use OPENSHELL_VERSION env var for OpenShell install",https://github.com/fullsend-ai/fullsend/pull/811
2026-05-11,fullsend,pr,opened_core,809,ifireball,"docs(skills): add spec-start skill and Cursor skills symlink",https://github.com/fullsend-ai/fullsend/pull/809
2026-05-11,fullsend,pr,opened_core,807,rh-hemartin,"feat: add search filter to docs sidebar file tree",https://github.com/fullsend-ai/fullsend/pull/807
2026-05-11,.fullsend,pr,opened_core,19,ascerra,"fix(scribe): move cron 1 hour earlier to absorb GHA scheduling drift",https://github.com/fullsend-ai/.fullsend/pull/19
2026-05-12,fullsend,issue,opened_external,842,dhshah13,"Document one-command setup in README Quick Start",https://github.com/fullsend-ai/fullsend/issues/842
2026-05-12,fullsend,issue,opened_external,841,dhshah13,"Expand .gitignore with missing language-specific patterns",https://github.com/fullsend-ai/fullsend/issues/841
2026-05-12,fullsend,issue,opened_external,840,dhshah13,"Add GitHub issue and PR templates",https://github.com/fullsend-ai/fullsend/issues/840
2026-05-12,fullsend,issue,opened_external,839,dhshah13,"Document single-file lint and type-check commands in CLAUDE.md",https://github.com/fullsend-ai/fullsend/issues/839
2026-05-12,fullsend,issue,opened_external,838,dhshah13,"README: add Installation and Usage sections",https://github.com/fullsend-ai/fullsend/issues/838
2026-05-12,fullsend,issue,closed_other_external,840,dhshah13,"Add GitHub issue and PR templates",https://github.com/fullsend-ai/fullsend/issues/840
2026-05-12,fullsend,issue,closed_other_external,768,dhshah13,"feat: AST-based dependency check in post-code.sh to catch undeclared imports",https://github.com/fullsend-ai/fullsend/issues/768
2026-05-12,fullsend,pr,opened_core,856,waynesun09,"feat: switch GCP auth to direct WIF",https://github.com/fullsend-ai/fullsend/pull/856
2026-05-12,fullsend,pr,opened_core,843,ralphbean,"fix: install uvx in post-code and post-fix scripts",https://github.com/fullsend-ai/fullsend/pull/843
2026-05-12,fullsend,pr,opened_core,835,ralphbean,"fix: add actions:read permission to retro role",https://github.com/fullsend-ai/fullsend/pull/835
2026-05-12,fullsend,pr,opened_core,831,ralphbean,"fix: install lychee in post-code and post-fix scripts",https://github.com/fullsend-ai/fullsend/pull/831
2026-05-12,fullsend,pr,opened_core,828,ralphbean,"feat(appsetup): add retro agent app configuration",https://github.com/fullsend-ai/fullsend/pull/828
2026-05-12,fullsend,pr,opened_core,821,ifireball,"docs(skills): add spec-start-github for issue-driven spec PRs",https://github.com/fullsend-ai/fullsend/pull/821
2026-05-12,fullsend,pr,opened_core,820,ifireball,"fix(lint): exclude node_modules from lychee markdown checks",https://github.com/fullsend-ai/fullsend/pull/820
2026-05-12,.fullsend,pr,opened_core,31,ralphbean,"fix: extract lychee binary from subdirectory in tarball",https://github.com/fullsend-ai/.fullsend/pull/31
2026-05-12,.fullsend,pr,opened_core,29,ralphbean,"fix: install lychee and uvx in post-scripts",https://github.com/fullsend-ai/.fullsend/pull/29
2026-05-13,fullsend,pr,opened_core,901,waynesun09,"fix: scope sandbox-images tag trigger to semver, exclude bare v0/v1",https://github.com/fullsend-ai/fullsend/pull/901
2026-05-13,fullsend,pr,opened_core,889,ralphbean,"docs: clarify accepted input formats for merge-queue skill",https://github.com/fullsend-ai/fullsend/pull/889
2026-05-13,fullsend,pr,opened_core,888,waynesun09,"docs: update GCP auth section for Agent Platform rebrand",https://github.com/fullsend-ai/fullsend/pull/888
2026-05-13,fullsend,pr,opened_core,883,maruiz93,"feat: add sub-issue support to filing-issues skill",https://github.com/fullsend-ai/fullsend/pull/883
2026-05-13,fullsend,pr,opened_core,882,maruiz93,"feat: add Renovate automation for OpenShell version pin",https://github.com/fullsend-ai/fullsend/pull/882
2026-05-13,fullsend,pr,opened_core,875,ifireball,"docs(skills): restructure spec-start qna.md as flat Q-NN log",https://github.com/fullsend-ai/fullsend/pull/875
2026-05-13,fullsend,pr,opened_core,869,ralphbean,"Fix ADR 2 numbering",https://github.com/fullsend-ai/fullsend/pull/869
2026-05-13,fullsend,pr,opened_core,858,ifireball,"Spec: web UI icon fonts instead of inline SVG (#818)",https://github.com/fullsend-ai/fullsend/pull/858
2026-05-14,fullsend,issue,opened_external,932,dhshah13,"Require Claude-readable agent context before target repo onboarding",https://github.com/fullsend-ai/fullsend/issues/932
2026-05-14,fullsend,issue,opened_external,909,gklein,"Add --debug flag to fullsend run for Claude Code debug logging",https://github.com/fullsend-ai/fullsend/issues/909
2026-05-14,fullsend,issue,closed_other_external,718,gklein,"Claude Code plugins are not available in fullsend sandbox containers",https://github.com/fullsend-ai/fullsend/issues/718
2026-05-14,fullsend,pr,opened_core,975,ralphbean,"ci: add scheduled auto-release workflow",https://github.com/fullsend-ai/fullsend/pull/975
2026-05-14,fullsend,pr,opened_core,974,ralphbean,"docs: document conventional commits policy",https://github.com/fullsend-ai/fullsend/pull/974
2026-05-14,fullsend,pr,opened_core,968,ralphbean,"fix(#958): allow retro agent to download GitHub Actions artifacts",https://github.com/fullsend-ai/fullsend/pull/968
2026-05-14,fullsend,pr,opened_core,967,waynesun09,"feat: add FULLSEND_PER_REPO_INSTALL guard variable",https://github.com/fullsend-ai/fullsend/pull/967
2026-05-14,fullsend,pr,opened_core,954,ralphbean,"docs(roadmap): revise to reflect post-MVP reality",https://github.com/fullsend-ai/fullsend/pull/954
2026-05-14,fullsend,pr,opened_core,949,ralphbean,"feat(triage): contextual issue labels",https://github.com/fullsend-ai/fullsend/pull/949
2026-05-14,fullsend,pr,opened_core,940,ralphbean,"Celebrate with a taco 🌮",https://github.com/fullsend-ai/fullsend/pull/940
2026-05-14,fullsend,pr,opened_core,931,waynesun09,"fix(mint): route per-org workflow_call repos to default WIF provider",https://github.com/fullsend-ai/fullsend/pull/931
2026-05-14,fullsend,pr,opened_core,930,waynesun09,"refactor: unify mint provisioning and harden URL validation",https://github.com/fullsend-ai/fullsend/pull/930
2026-05-14,fullsend,pr,opened_core,929,rh-hemartin,"fix(e2e): queue concurrent runs instead of cancelling",https://github.com/fullsend-ai/fullsend/pull/929
2026-05-14,fullsend,pr,opened_core,928,rh-hemartin,"feat: namespace slash commands with /fs- prefix",https://github.com/fullsend-ai/fullsend/pull/928
2026-05-14,fullsend,pr,opened_core,919,rh-hemartin,"feat(#780): migrate OpenShell to Podman driver",https://github.com/fullsend-ai/fullsend/pull/919
2026-05-14,fullsend,pr,opened_core,917,ifireball,"docs(skills): add spec-refine and spec-refine-github",https://github.com/fullsend-ai/fullsend/pull/917
2026-05-14,fullsend,pr,opened_core,907,ifireball,"docs(plans): icon font spec for web UIs (#818)",https://github.com/fullsend-ai/fullsend/pull/907
2026-05-14,fullsend,pr,opened_core,906,ascerra,"feat: disable fix agent auto-run on human-authored PRs",https://github.com/fullsend-ai/fullsend/pull/906
2026-05-14,fullsend,pr,opened_core,905,waynesun09,"feat: rename GCP CLI flags to provider-agnostic inference flags",https://github.com/fullsend-ai/fullsend/pull/905
2026-05-14,fullsend,pr,opened_core,904,waynesun09,"feat: validate mint infrastructure during per-repo install",https://github.com/fullsend-ai/fullsend/pull/904
2026-05-15,fullsend,issue,closed_other_external,649,deboer-tim,"Review bot extraneous messages and minimal usefulness",https://github.com/fullsend-ai/fullsend/issues/649
2026-05-15,fullsend,issue,closed_other_external,644,deboer-tim,"Reinstall fails creating identity pools",https://github.com/fullsend-ai/fullsend/issues/644
2026-05-15,fullsend,pr,opened_core,1045,waynesun09,"fix: clear local repo unconditionally before SafeDownload",https://github.com/fullsend-ai/fullsend/pull/1045
2026-05-15,fullsend,pr,opened_core,1040,waynesun09,"fix: filter inline review comments to files in the PR diff",https://github.com/fullsend-ai/fullsend/pull/1040
2026-05-15,fullsend,pr,opened_core,1039,ralphbean,"triage: align control labels with pipeline usage, rename type/feature to feature",https://github.com/fullsend-ai/fullsend/pull/1039
2026-05-15,fullsend,pr,opened_core,1038,waynesun09,"fix: clear local repo dir before re-extracting on validation loop iteration 2+",https://github.com/fullsend-ai/fullsend/pull/1038
2026-05-15,fullsend,pr,opened_core,1035,waynesun09,"feat: embed mint source for standalone binary",https://github.com/fullsend-ai/fullsend/pull/1035
2026-05-15,fullsend,pr,opened_core,1034,ben-alkov,"ci(merge queue): add merge_group triggers for merge queue support",https://github.com/fullsend-ai/fullsend/pull/1034
2026-05-15,fullsend,pr,opened_core,1033,waynesun09,"fix: always write inference secrets on install",https://github.com/fullsend-ai/fullsend/pull/1033
2026-05-15,fullsend,pr,opened_core,1030,ralphbean,"fix: add actionlint coverage for scaffold workflow templates",https://github.com/fullsend-ai/fullsend/pull/1030
2026-05-15,fullsend,pr,opened_core,1029,ralphbean,"ci: consolidate lint + test into single make test job",https://github.com/fullsend-ai/fullsend/pull/1029
2026-05-15,fullsend,pr,opened_core,1023,ralphbean,"fix: add extract-transcript-error.sh to executableFiles",https://github.com/fullsend-ai/fullsend/pull/1023
2026-05-15,fullsend,pr,opened_core,1022,ralphbean,"fix: silent skip when stage role not configured",https://github.com/fullsend-ai/fullsend/pull/1022
2026-05-15,fullsend,pr,opened_core,1021,waynesun09,"fix: correct dispatch stage-to-role mappings and default roles",https://github.com/fullsend-ai/fullsend/pull/1021
2026-05-15,fullsend,pr,opened_core,1020,ralphbean,"fix: correct install-binary.sh path in cutting-releases skill",https://github.com/fullsend-ai/fullsend/pull/1020
2026-05-15,fullsend,pr,opened_core,1019,waynesun09,"fix: detect stale PEM when GitHub App is deleted and recreated",https://github.com/fullsend-ai/fullsend/pull/1019
2026-05-15,fullsend,pr,opened_core,1018,waynesun09,"docs: note per-org preference for fullsend-ai self-install",https://github.com/fullsend-ai/fullsend/pull/1018
2026-05-15,fullsend,pr,opened_core,1017,ralphbean,"docs: per-agent reference with icons, commands, and labels",https://github.com/fullsend-ai/fullsend/pull/1017
2026-05-15,fullsend,pr,opened_core,1015,waynesun09,"docs: add complete CLI flags reference to installation guide",https://github.com/fullsend-ai/fullsend/pull/1015
2026-05-15,fullsend,pr,opened_core,1011,waynesun09,"feat: support --vendor-fullsend-binary in per-repo mode",https://github.com/fullsend-ai/fullsend/pull/1011
2026-05-15,fullsend,pr,opened_core,1010,waynesun09,"feat: validate --inference-wif-provider format",https://github.com/fullsend-ai/fullsend/pull/1010
2026-05-15,fullsend,pr,opened_core,998,rh-hemartin,"fix: use actions_variables instead of variables for GitHub API key",https://github.com/fullsend-ai/fullsend/pull/998
2026-05-15,fullsend,pr,opened_core,995,waynesun09,"fix: add variables:read permission for per-repo guard check",https://github.com/fullsend-ai/fullsend/pull/995
2026-05-15,fullsend,pr,opened_core,994,waynesun09,"feat: parameterize app set prefix for GitHub App selection",https://github.com/fullsend-ai/fullsend/pull/994
2026-05-15,fullsend,pr,opened_core,991,waynesun09,"feat: add --skip-mint-check for self-provisioned mint services",https://github.com/fullsend-ai/fullsend/pull/991
2026-05-15,fullsend,pr,opened_core,980,ralphbean,"Design: cross-org issue filing with bidirectional authorization (#672)",https://github.com/fullsend-ai/fullsend/pull/980
2026-05-15,.fullsend,pr,opened_core,73,waynesun09,"fix: add workspace prep to custom workflows after layered-dirs cleanup",https://github.com/fullsend-ai/.fullsend/pull/73
2026-05-15,.fullsend,pr,opened_core,72,waynesun09,"chore: remove OOTB layered files, move custom agents to customized/",https://github.com/fullsend-ai/.fullsend/pull/72
2026-05-15,.fullsend,pr,opened_core,69,ascerra,"fix: re-enable prioritize scheduler cron for fullsend-ai org",https://github.com/fullsend-ai/.fullsend/pull/69
2026-05-16,fullsend,pr,opened_core,1063,waynesun09,"fix(dispatch): restore /fs- prefix on slash commands",https://github.com/fullsend-ai/fullsend/pull/1063
2026-05-16,fullsend,pr,opened_core,1059,waynesun09,"fix(mint): accept job_workflow_ref from registered per-repo repos",https://github.com/fullsend-ai/fullsend/pull/1059
2026-05-16,fullsend,pr,opened_core,1058,waynesun09,"docs(adr-35): cover per-repo install mode in layered content resolution",https://github.com/fullsend-ai/fullsend/pull/1058
2026-05-16,fullsend,pr,opened_core,1055,waynesun09,"feat(scaffold): auto-detect and install pre-commit tool dependencies",https://github.com/fullsend-ai/fullsend/pull/1055
2026-05-16,fullsend,pr,opened_core,1054,waynesun09,"fix: add lychee to code image and fix tar extraction in post-scripts",https://github.com/fullsend-ai/fullsend/pull/1054
2026-05-16,fullsend,pr,opened_core,1053,waynesun09,"fix(retro): use REST API for PR comments to avoid pull_requests:write",https://github.com/fullsend-ai/fullsend/pull/1053
2026-05-16,fullsend,pr,opened_core,1049,waynesun09,"fix(retro): harden output schema instructions to prevent extra properties",https://github.com/fullsend-ai/fullsend/pull/1049
2026-05-16,.fullsend,pr,opened_core,75,waynesun09,"rename classify output key from issues to classifications",https://github.com/fullsend-ai/.fullsend/pull/75
2026-05-16,.fullsend,pr,opened_core,74,waynesun09,"fix: migrate scribe and gh-classify workflows to WIF auth",https://github.com/fullsend-ai/.fullsend/pull/74
2026-05-17,fullsend,issue,opened_external,1064,csoceanu,"Add docs maintenance agent for separate documentation repos",https://github.com/fullsend-ai/fullsend/issues/1064
2026-05-18,fullsend,issue,opened_external,1082,dhshah13,"Investigate Cursor Bugbot and expand landscape.md with a Bugbot vs CodeRabbit comparison",https://github.com/fullsend-ai/fullsend/issues/1082
2026-05-18,fullsend,pr,opened_core,1119,waynesun09,"fix: raise mint maxRepos from 100 to 500",https://github.com/fullsend-ai/fullsend/pull/1119
2026-05-18,fullsend,pr,opened_core,1113,waynesun09,"fix: merge existing orgs in ProvisionWIF to prevent WIF condition clobber",https://github.com/fullsend-ai/fullsend/pull/1113
2026-05-18,fullsend,pr,opened_core,1112,ralphbean,"fix(review-agent): move output schema from pr-review skill to agent definition",https://github.com/fullsend-ai/fullsend/pull/1112
2026-05-18,fullsend,pr,opened_core,1111,waynesun09,"fix: escape HTML comments in review skill, add output schema to agent def",https://github.com/fullsend-ai/fullsend/pull/1111
2026-05-18,fullsend,pr,opened_core,1110,waynesun09,"feat: agent self-check tool for output schema validation",https://github.com/fullsend-ai/fullsend/pull/1110
2026-05-18,fullsend,pr,opened_core,1108,waynesun09,"fix: accept result.json as fallback in output validation",https://github.com/fullsend-ai/fullsend/pull/1108
2026-05-18,fullsend,pr,opened_core,1105,ralphbean,"fix: filter known slugs by app set when switching app sets",https://github.com/fullsend-ai/fullsend/pull/1105
2026-05-18,fullsend,pr,opened_core,1104,waynesun09,"fix: filter config knownSlugs by requested app-set prefix",https://github.com/fullsend-ai/fullsend/pull/1104
2026-05-18,fullsend,pr,opened_core,1097,ggallen,"feat: add internal/fetch package with SSRF-protected HTTP client",https://github.com/fullsend-ai/fullsend/pull/1097
2026-05-18,fullsend,pr,opened_core,1096,ggallen,"feat: add internal/fetch package with SSRF-protected HTTP client",https://github.com/fullsend-ai/fullsend/pull/1096
2026-05-18,fullsend,pr,opened_core,1095,ggallen,"feat: add URL detection and integrity hash parsing to harness package",https://github.com/fullsend-ai/fullsend/pull/1095
2026-05-18,fullsend,pr,opened_core,1094,ggallen,"feat: add fetch audit logging for remote resource tracking",https://github.com/fullsend-ai/fullsend/pull/1094
2026-05-18,fullsend,pr,opened_core,1090,ggallen,"docs: phased implementation plan for ADR-0038 universal harness access",https://github.com/fullsend-ai/fullsend/pull/1090
2026-05-18,fullsend,pr,opened_core,1087,waynesun09,"docs: add CLI architecture deep-dive guides",https://github.com/fullsend-ai/fullsend/pull/1087
2026-05-18,fullsend,pr,opened_core,1083,waynesun09,"docs: document platform-provided infrastructure for per-repo install",https://github.com/fullsend-ai/fullsend/pull/1083
2026-05-18,fullsend,pr,opened_core,1079,rh-hemartin,"fix(sandbox): use tarball upload to preserve symlinks",https://github.com/fullsend-ai/fullsend/pull/1079
2026-05-18,fullsend,pr,opened_core,1074,waynesun09,"fix: remove empty secrets section from shim workflow-call template",https://github.com/fullsend-ai/fullsend/pull/1074
2026-05-18,fullsend,pr,opened_core,1071,rh-hemartin,"fix(sandbox): upload .git directory separately into sandbox",https://github.com/fullsend-ai/fullsend/pull/1071
2026-05-19,fullsend,issue,opened_external,1216,deboer-tim,"Onboarding: GCP project barrier",https://github.com/fullsend-ai/fullsend/issues/1216
2026-05-19,fullsend,issue,opened_external,1210,deboer-tim,"Triage should not edit previous comments",https://github.com/fullsend-ai/fullsend/issues/1210
2026-05-19,fullsend,issue,opened_external,1207,deboer-tim,"Triage agent missing trigger / doesn't notice changes while it's replying",https://github.com/fullsend-ai/fullsend/issues/1207
2026-05-19,fullsend,issue,opened_external,1181,deboer-tim,"Fullsend user skills",https://github.com/fullsend-ai/fullsend/issues/1181
2026-05-19,fullsend,issue,opened_external,1148,gklein,"buildClaudeCommand: replace trailing-space flag convention with explicit separators",https://github.com/fullsend-ai/fullsend/issues/1148
2026-05-19,fullsend,issue,opened_external,1141,gklein,"macOS Gatekeeper blocks fullsend binary: unsigned executable",https://github.com/fullsend-ai/fullsend/issues/1141
2026-05-19,fullsend,issue,closed_other_external,1210,deboer-tim,"Triage should not edit previous comments",https://github.com/fullsend-ai/fullsend/issues/1210
2026-05-19,fullsend,issue,closed_other_external,1141,gklein,"macOS Gatekeeper blocks fullsend binary: unsigned executable",https://github.com/fullsend-ai/fullsend/issues/1141
2026-05-19,fullsend,issue,closed_via_pr_external,909,gklein,"Add --debug flag to fullsend run for Claude Code debug logging",https://github.com/fullsend-ai/fullsend/issues/909
2026-05-19,fullsend,pr,opened_core,1215,ralphbean,"feat(e2e): parallel test runs via org pool",https://github.com/fullsend-ai/fullsend/pull/1215
2026-05-19,fullsend,pr,opened_core,1211,ralphbean,"feat(e2e): add TOTP support for 2FA-enabled GitHub accounts",https://github.com/fullsend-ai/fullsend/pull/1211
2026-05-19,fullsend,pr,opened_core,1187,rh-hemartin,"fix(dispatch): map fix stage to coder role in config check",https://github.com/fullsend-ai/fullsend/pull/1187
2026-05-19,fullsend,pr,opened_core,1179,ascerra,"docs(guides): add building custom agents guide",https://github.com/fullsend-ai/fullsend/pull/1179
2026-05-19,fullsend,pr,opened_core,1178,ifireball,"fix(security): run unicode normalization before secret redaction",https://github.com/fullsend-ai/fullsend/pull/1178
2026-05-19,fullsend,pr,opened_core,1177,rh-hemartin,"fix(sandbox): keep relative in-repo symlinks on download",https://github.com/fullsend-ai/fullsend/pull/1177
2026-05-19,fullsend,pr,opened_core,1174,rh-hemartin,"feat(analyze-transcript): add cost estimate to summary output",https://github.com/fullsend-ai/fullsend/pull/1174
2026-05-19,fullsend,pr,opened_core,1172,ralphbean,"fix(run): clarify skill scan log — blocked vs uploading",https://github.com/fullsend-ai/fullsend/pull/1172
2026-05-19,fullsend,pr,opened_core,1168,rh-hemartin,"fix(run): restore git-tracked symlinks after SafeDownload (partial fix for #1149)",https://github.com/fullsend-ai/fullsend/pull/1168
2026-05-19,fullsend,pr,opened_core,1156,rh-hemartin,"feat(code-review): flag permission manifest changes as mandatory finding",https://github.com/fullsend-ai/fullsend/pull/1156
2026-05-19,fullsend,pr,opened_core,1152,rh-hemartin,"fix(hack): report broken symlinks before exiting",https://github.com/fullsend-ai/fullsend/pull/1152
2026-05-19,fullsend,pr,opened_core,1151,rh-hemartin,"build(sandbox): add jq to base image",https://github.com/fullsend-ai/fullsend/pull/1151
2026-05-19,fullsend,pr,opened_core,1140,rh-hemartin,"fix(skills): use repo-root-relative path for install-binary.sh",https://github.com/fullsend-ai/fullsend/pull/1140
2026-05-19,fullsend,pr,opened_core,1138,rh-hemartin,"fix: skip existing-PR check when --force is in comment body",https://github.com/fullsend-ai/fullsend/pull/1138
2026-05-19,fullsend,pr,opened_core,1128,waynesun09,"fix: detect public apps without --public flag and filter shared slugs by app-set",https://github.com/fullsend-ai/fullsend/pull/1128
2026-05-20,fullsend,issue,opened_external,1247,sahil143,"Review bot creates follow-up issues for trivial findings instead of fixing them in the same PR",https://github.com/fullsend-ai/fullsend/issues/1247
2026-05-20,fullsend,issue,closed_other_external,1247,sahil143,"Review bot creates follow-up issues for trivial findings instead of fixing them in the same PR",https://github.com/fullsend-ai/fullsend/issues/1247
2026-05-20,fullsend,pr,opened_core,1268,ralphbean,"feat(e2e): simplify tests with CLI subprocess",https://github.com/fullsend-ai/fullsend/pull/1268
2026-05-20,fullsend,pr,opened_core,1261,waynesun09,"feat(cli): add mint sub-command for standalone GCP mint management",https://github.com/fullsend-ai/fullsend/pull/1261
2026-05-20,fullsend,pr,opened_core,1259,waynesun09,"feat(cli): add github sub-command for standalone org/repo setup",https://github.com/fullsend-ai/fullsend/pull/1259
2026-05-20,fullsend,pr,opened_core,1258,waynesun09,"feat(cli): add inference sub-command for standalone WIF provisioning",https://github.com/fullsend-ai/fullsend/pull/1258
2026-05-20,fullsend,pr,opened_core,1252,waynesun09,"fix(scaffold): add plugins/ to layered directories",https://github.com/fullsend-ai/fullsend/pull/1252
2026-05-20,fullsend,pr,opened_core,1250,waynesun09,"feat(skills): add mint-enroll SRE runbook skill",https://github.com/fullsend-ai/fullsend/pull/1250
2026-05-20,fullsend,pr,opened_core,1246,rh-hemartin,"fix(review): disable follow-up issue creation while PR is open",https://github.com/fullsend-ai/fullsend/pull/1246
2026-05-20,fullsend,pr,opened_core,1245,ifireball,"docs(adr): synchronous workflow_call for event-driven agent dispatch",https://github.com/fullsend-ai/fullsend/pull/1245
2026-05-20,fullsend,pr,opened_core,1242,rh-hemartin,"feat(scaffold): pin uses: refs to commit SHA instead of @v0",https://github.com/fullsend-ai/fullsend/pull/1242
2026-05-20,fullsend,pr,opened_core,1239,rh-hemartin,"fix(skills): start tag annotation with blank line when no custom title",https://github.com/fullsend-ai/fullsend/pull/1239
2026-05-20,fullsend,pr,opened_core,1232,ifireball,"feat(skills): add /topissues slash command for RICE backlog",https://github.com/fullsend-ai/fullsend/pull/1232
2026-05-20,fullsend,pr,opened_core,1231,ifireball,"docs(#669): verify API contracts per code path in code skill",https://github.com/fullsend-ai/fullsend/pull/1231
2026-05-20,experiments,pr,opened_core,28,maruiz93,"Host-side API server experiment",https://github.com/fullsend-ai/experiments/pull/28
